"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","1006611"
"2015-07","320 x 50","76589","9108"
"2015-07","577 x 291","83421","9108"
"2015-07","620 x 76","1980405","9108"
"2015-07","728 x 90","752095","9108"
"2015-07","800 x 278","135403","9108"
"2015-07","800 x 300","202195","9108"
"2015-07","915 x 590","31","9108"
"2015-07","960 x 90","65491","9108"
"2015-08","1360 x 455","14447339","9108"
"2015-08","160 x 600","151714","9108"
"2015-08","180 x 150","182031","9108"
"2015-08","280 x 240","240934","9108"
"2015-08","300 x 180","405325","9108"
"2015-08","300 x 250","16258912","9108"
"2015-08","300 x 50","682471","9108"
"2015-08","320 x 50","86995","9108"
"2015-08","577 x 291","63748","9108"
"2015-08","620 x 76","1849584","9108"
"2015-08","728 x 90","794032","9108"
"2015-08","800 x 278","122769","9108"
"2015-08","800 x 300","183625","9108"
"2015-08","915 x 590","40","9108"
"2015-08","960 x 90","129012","9108"
"2015-09","1360 x 455","13639156","9108"
"2015-09","160 x 600","148814","9108"
"2015-09","180 x 150","199701","9108"
"2015-09","280 x 240","232871","9108"
"2015-09","300 x 180","367427","9108"
"2015-09","300 x 250","17225212","9108"
"2015-09","300 x 50","650641","9108"
"2015-09","320 x 50","60423","9108"
"2015-09","400 x 100","2","9108"
"2015-09","577 x 291","65911","9108"
"2015-09","620 x 76","2040855","9108"
"2015-09","728 x 90","726295","9108"
"2015-09","800 x 278","134606","9108"
"2015-09","800 x 300","200869","9108"
"2015-09","915 x 590","24","9108"
"2015-09","960 x 90","103244","9108"
"2015-10","1360 x 455","13153178","9108"
"2015-10","160 x 600","181589","9108"
"2015-10","180 x 150","268238","9108"
"2015-10","280 x 240","278254","9108"
"2015-10","300 x 180","379209","9108"
"2015-10","300 x 250","17870747","9108"
"2015-10","300 x 50","673348","9108"
"2015-10","320 x 50","57212","9108"
"2015-10","577 x 291","86279","9108"
"2015-10","620 x 76","2155720","9108"
"2015-10","728 x 90","723203","9108"
"2015-10","800 x 278","180765","9108"
"2015-10","800 x 300","269334","9108"
"2015-10","915 x 590","25","9108"
"2015-10","960 x 90","101200","9108"
"2015-11","1360 x 455","11531441","9108"
"2015-11","160 x 600","173080","9108"
"2015-11","180 x 150","237504","9108"
"2015-11","280 x 240","267967","9108"
"2015-11","300 x 180","395921","9108"
"2015-11","300 x 250","18970336","9108"
"2015-11","300 x 50","753060","9108"
"2015-11","320 x 50","54446","9108"
"2015-11","577 x 291","79776","9108"
"2015-11","620 x 76","2265476","9108"
"2015-11","728 x 90","657952","9108"
"2015-11","800 x 278","160257","9108"
"2015-11","800 x 300","238694","9108"
"2015-11","915 x 590","9","9108"
"2015-11","960 x 90","65930","9108"
"2015-12","1360 x 455","9902128","9108"
"2015-12","160 x 600","198458","9108"
"2015-12","1700 x 370","19","9108"
"2015-12","180 x 150","182704","9108"
"2015-12","280 x 240","292037","9108"
"2015-12","300 x 180","549535","9108"
"2015-12","300 x 250","29530662","9108"
"2015-12","300 x 50","1118320","9108"
"2015-12","320 x 50","46549","9108"
"2015-12","577 x 291","107122","9108"
"2015-12","620 x 76","2188214","9108"
"2015-12","728 x 90","426808","9108"
"2015-12","800 x 278","123592","9108"
"2015-12","800 x 300","183706","9108"
"2015-12","915 x 590","4","9108"
"2015-12","960 x 90","81073","9108"
"2016-01","1360 x 455","9723303","9108"
"2016-01","160 x 600","172123","9108"
"2016-01","180 x 150","225710","9108"
"2016-01","280 x 240","261422","9108"
"2016-01","300 x 180","314593","9108"
"2016-01","300 x 250","20720702","9108"
"2016-01","300 x 50","883260","9108"
"2016-01","320 x 50","51747","9108"
"2016-01","412 x 50","17","9108"
"2016-01","577 x 291","82039","9108"
"2016-01","620 x 76","2284539","9108"
"2016-01","728 x 90","526678","9108"
"2016-01","800 x 278","151979","9108"
"2016-01","800 x 300","226999","9108"
"2016-01","915 x 590","4","9108"
"2016-01","960 x 90","84572","9108"
"2016-02","1360 x 455","8727040","9108"
"2016-02","160 x 600","981691","9108"
"2016-02","180 x 150","229789","9108"
"2016-02","280 x 240","236067","9108"
"2016-02","300 x 180","136972","9108"
"2016-02","300 x 250","18703004","9108"
"2016-02","300 x 50","740546","9108"
"2016-02","320 x 50","371789","9108"
"2016-02","577 x 291","73017","9108"
"2016-02","620 x 76","1647190","9108"
"2016-02","728 x 90","1346164","9108"
"2016-02","800 x 278","133159","9108"
"2016-02","800 x 300","246283","9108"
"2016-02","915 x 590","48","9108"
"2016-02","960 x 90","77559","9108"
"2016-03","1360 x 455","5083795","9108"
"2016-03","160 x 600","2414358","9108"
"2016-03","180 x 150","181869","9108"
"2016-03","280 x 240","206894","9108"
"2016-03","300 x 180","110237","9108"
"2016-03","300 x 250","20779944","9108"
"2016-03","300 x 50","893067","9108"
"2016-03","320 x 50","741307","9108"
"2016-03","577 x 291","120070","9108"
"2016-03","728 x 90","2678773","9108"
"2016-03","800 x 278","60675","9108"
"2016-03","800 x 300","242450","9108"
"2016-03","915 x 590","5","9108"
"2016-03","960 x 90","85950","9108"
"2016-04","1360 x 455","4720514","9108"
"2016-04","160 x 600","2214504","9108"
"2016-04","180 x 150","199799","9108"
"2016-04","280 x 240","11835","9108"
"2016-04","300 x 180","81476","9108"
"2016-04","300 x 250","18431895","9108"
"2016-04","300 x 50","867629","9108"
"2016-04","320 x 50","803383","9108"
"2016-04","577 x 291","130659","9108"
"2016-04","728 x 90","2492152","9108"
"2016-04","800 x 278","66600","9108"
"2016-04","800 x 300","266404","9108"
"2016-04","915 x 590","2","9108"
"2016-04","960 x 90","91886","9108"
"2016-05","1360 x 455","4352051","9108"
"2016-05","160 x 600","2768620","9108"
"2016-05","180 x 150","229179","9108"
"2016-05","300 x 180","52035","9108"
"2016-05","300 x 250","19486936","9108"
"2016-05","300 x 50","846865","9108"
"2016-05","320 x 50","874658","9108"
"2016-05","577 x 291","174044","9108"
"2016-05","728 x 90","2530638","9108"
"2016-05","800 x 278","76393","9108"
"2016-05","800 x 300","305570","9108"
"2016-05","960 x 90","114205","9108"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","9389"
"2015-06","1 x 1","5754778","9389"
"2015-06","1 x 1v","849732","9389"
"2015-06","2 x 2","10367692","9389"
"2015-06","3 x 3","450207","9389"
"2015-06","300 x 250","87246796","9389"
"2015-06","300 x 600","124320","9389"
"2015-06","320 x 50","89831745","9389"
"2015-06","4 x 4","103730","9389"
"2015-06","5 x 5","6467528","9389"
"2015-06","6 x 6","2111759","9389"
"2015-06","7 x 7","6620479","9389"
"2015-06","728 x 90","10118370","9389"
"2015-07","1 x 1","26768358","9389"
"2015-07","2 x 2","7452237","9389"
"2015-07","3 x 3","13727","9389"
"2015-07","300 x 250","111841671","9389"
"2015-07","300 x 600","153369","9389"
"2015-07","320 x 50","89656073","9389"
"2015-07","4 x 4","72","9389"
"2015-07","5 x 5","51791","9389"
"2015-07","6 x 6","1885477","9389"
"2015-07","7 x 7","4217787","9389"
"2015-07","728 x 90","2206453","9389"
"2015-08","1 x 1","26866917","9389"
"2015-08","2 x 2","6929085","9389"
"2015-08","3 x 3","366183","9389"
"2015-08","300 x 250","99829975","9389"
"2015-08","300 x 600","122012","9389"
"2015-08","320 x 100","31","9389"
"2015-08","320 x 50","84629121","9389"
"2015-08","4 x 4","154","9389"
"2015-08","5 x 5","58","9389"
"2015-08","6 x 6","1088189","9389"
"2015-08","7 x 7","3126415","9389"
"2015-08","728 x 90","2317262","9389"
"2015-09","1 x 1","17469181","9389"
"2015-09","2 x 2","28083397","9389"
"2015-09","3 x 3","829810","9389"
"2015-09","300 x 250","129172762","9389"
"2015-09","300 x 600","137815","9389"
"2015-09","320 x 100","11","9389"
"2015-09","320 x 50","124351523","9389"
"2015-09","4 x 4","162777","9389"
"2015-09","5 x 5","17293429","9389"
"2015-09","6 x 6","1469318","9389"
"2015-09","7 x 7","16615864","9389"
"2015-09","728 x 90","18550353","9389"
"2015-09","8 x 8","7","9389"
"2015-09","9 x 9","4","9389"
"2015-10","1 x 1","30000867","9389"
"2015-10","2 x 2","7022485","9389"
"2015-10","3 x 3","183680","9389"
"2015-10","300 x 250","155465460","9389"
"2015-10","300 x 50","101755","9389"
"2015-10","300 x 600","111056","9389"
"2015-10","320 x 100","73","9389"
"2015-10","320 x 50","104238274","9389"
"2015-10","5 x 5","501974","9389"
"2015-10","6 x 6","904188","9389"
"2015-10","7 x 7","959806","9389"
"2015-10","728 x 90","3638369","9389"
"2015-11","1 x 1","34839602","9389"
"2015-11","2 x 2","23610840","9389"
"2015-11","3 x 3","1427974","9389"
"2015-11","300 x 250","177725927","9389"
"2015-11","300 x 50","107950","9389"
"2015-11","300 x 600","129597","9389"
"2015-11","320 x 100","8948821","9389"
"2015-11","320 x 480","379838","9389"
"2015-11","320 x 50","53700191","9389"
"2015-11","4 x 4","13","9389"
"2015-11","5 x 5","21902408","9389"
"2015-11","6 x 6","779778","9389"
"2015-11","7 x 7","17953688","9389"
"2015-11","728 x 90","4533239","9389"
"2015-12","0 x 0","196114","9389"
"2015-12","1 x 1","44075687","9389"
"2015-12","2 x 2","15619003","9389"
"2015-12","3 x 3","1695726","9389"
"2015-12","300 x 250","240945239","9389"
"2015-12","300 x 50","78099","9389"
"2015-12","300 x 600","235520","9389"
"2015-12","320 x 100","26680682","9389"
"2015-12","320 x 480","234315","9389"
"2015-12","320 x 50","10737763","9389"
"2015-12","4 x 4","34","9389"
"2015-12","5 x 5","6707409","9389"
"2015-12","6 x 6","604770","9389"
"2015-12","7 x 7","5844949","9389"
"2015-12","728 x 90","3570390","9389"
"2016-01","0 x 0","391467","9389"
"2016-01","1 x 1","40311508","9389"
"2016-01","1024 x 768","2","9389"
"2016-01","2 x 2","3750264","9389"
"2016-01","290 x 190","67","9389"
"2016-01","3 x 3","183157","9389"
"2016-01","300 x 250","207230272","9389"
"2016-01","300 x 50","53609","9389"
"2016-01","300 x 600","144629","9389"
"2016-01","320 x 100","24301933","9389"
"2016-01","320 x 480","106109","9389"
"2016-01","320 x 50","3619593","9389"
"2016-01","4 x 4","743121","9389"
"2016-01","5 x 5","2594594","9389"
"2016-01","620 x 350","79","9389"
"2016-01","7 x 7","3407314","9389"
"2016-01","728 x 90","1328390","9389"
"2016-01","768 x 1024","6994","9389"
"2016-01","8 x 8","8","9389"
"2016-02","0 x 0","1126497","9389"
"2016-02","1 x 1","32593223","9389"
"2016-02","1024 x 768","11","9389"
"2016-02","2 x 2","9312088","9389"
"2016-02","290 x 190","16","9389"
"2016-02","3 x 3","328352","9389"
"2016-02","300 x 250","166465409","9389"
"2016-02","300 x 50","31719","9389"
"2016-02","300 x 600","115173","9389"
"2016-02","320 x 100","24373036","9389"
"2016-02","320 x 480","359181","9389"
"2016-02","320 x 50","2992359","9389"
"2016-02","4 x 4","134306","9389"
"2016-02","480 x 320","17","9389"
"2016-02","5 x 5","2533678","9389"
"2016-02","7 x 7","15293036","9389"
"2016-02","728 x 90","2817306","9389"
"2016-02","768 x 1024","20048","9389"
"2016-02","8 x 8","8","9389"
"2016-03","0 x 0","1140970","9389"
"2016-03","1 x 1","31099895","9389"
"2016-03","1024 x 768","3","9389"
"2016-03","2 x 2","24005734","9389"
"2016-03","3 x 3","812541","9389"
"2016-03","300 x 250","167101391","9389"
"2016-03","300 x 50","13869","9389"
"2016-03","300 x 600","113983","9389"
"2016-03","320 x 100","25066519","9389"
"2016-03","320 x 480","211428","9389"
"2016-03","320 x 50","2338491","9389"
"2016-03","4 x 4","5709406","9389"
"2016-03","480 x 320","33","9389"
"2016-03","5 x 5","4141299","9389"
"2016-03","7 x 7","21345198","9389"
"2016-03","728 x 90","4568117","9389"
"2016-03","768 x 1024","17297","9389"
"2016-04","0 x 0","536750","9389"
"2016-04","1 x 1","13081996","9389"
"2016-04","1024 x 768","16","9389"
"2016-04","2 x 2","13427017","9389"
"2016-04","3 x 3","1490620","9389"
"2016-04","300 x 250","173295307","9389"
"2016-04","300 x 50","62297","9389"
"2016-04","300 x 600","104942","9389"
"2016-04","320 x 100","17748563","9389"
"2016-04","320 x 480","201647","9389"
"2016-04","320 x 50","1635858","9389"
"2016-04","4 x 4","4390867","9389"
"2016-04","480 x 320","40","9389"
"2016-04","5 x 5","2181954","9389"
"2016-04","7 x 7","33187056","9389"
"2016-04","728 x 90","930751","9389"
"2016-04","768 x 1024","15625","9389"
"2016-05","0 x 0","661693","9389"
"2016-05","1 x 1","456039","9389"
"2016-05","1024 x 768","15","9389"
"2016-05","2 x 2","4193558","9389"
"2016-05","3 x 3","546555","9389"
"2016-05","300 x 250","177491147","9389"
"2016-05","300 x 50","32282","9389"
"2016-05","300 x 600","85347","9389"
"2016-05","320 x 100","16142874","9389"
"2016-05","320 x 480","203116","9389"
"2016-05","320 x 50","1481085","9389"
"2016-05","4 x 4","366381","9389"
"2016-05","480 x 320","45","9389"
"2016-05","5 x 5","5395638","9389"
"2016-05","7 x 7","18919020","9389"
"2016-05","728 x 90","604425","9389"
"2016-05","768 x 1024","15931","9389"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","9517547"
"2015-06","1 x 1","141","9517547"
"2015-06","100 x 31","3675241","9517547"
"2015-06","1000 x 42","55394","9517547"
"2015-06","1003 x 38","1524","9517547"
"2015-06","1024 x 66","10782252","9517547"
"2015-06","1024 x 768","239278","9517547"
"2015-06","105 x 15","1436","9517547"
"2015-06","120 x 60","450578","9517547"
"2015-06","150 x 36","17294616","9517547"
"2015-06","160 x 600","921801","9517547"
"2015-06","170 x 31","1423793","9517547"
"2015-06","177 x 60","54332","9517547"
"2015-06","190 x 235","894886","9517547"
"2015-06","1920 x 1080","256312","9517547"
"2015-06","200 x 15","6529363","9517547"
"2015-06","234 x 60","796102","9517547"
"2015-06","277 x 38","20624","9517547"
"2015-06","28 x 28","52905936","9517547"
"2015-06","300 x 250","43643955","9517547"
"2015-06","300 x 600","12189981","9517547"
"2015-06","320 x 100","4860059","9517547"
"2015-06","320 x 20","44136913","9517547"
"2015-06","320 x 480","1542400","9517547"
"2015-06","320 x 50","96802805","9517547"
"2015-06","330 x 62","17812","9517547"
"2015-06","380 x 90","10","9517547"
"2015-06","420 x 90","24","9517547"
"2015-06","48 x 48","13289162","9517547"
"2015-06","640 x 480v","2229509","9517547"
"2015-06","728 x 90","71721850","9517547"
"2015-06","88 x 31","9568330","9517547"
"2015-06","970 x 250","4920019","9517547"
"2015-06","970 x 90","42217346","9517547"
"2015-06","Out-of-page","1116840","9517547"
"2015-07","100 x 31","4452955","9517547"
"2015-07","1000 x 42","49215","9517547"
"2015-07","1003 x 38","1307","9517547"
"2015-07","1024 x 66","11949181","9517547"
"2015-07","1024 x 768","407400","9517547"
"2015-07","105 x 15","108","9517547"
"2015-07","120 x 60","400298","9517547"
"2015-07","150 x 36","18317089","9517547"
"2015-07","160 x 600","492079","9517547"
"2015-07","170 x 31","1501952","9517547"
"2015-07","177 x 60","48303","9517547"
"2015-07","190 x 235","1776058","9517547"
"2015-07","1920 x 1080","52449","9517547"
"2015-07","200 x 15","1787920","9517547"
"2015-07","234 x 60","607055","9517547"
"2015-07","277 x 38","12362","9517547"
"2015-07","28 x 28","69533819","9517547"
"2015-07","300 x 250","50636883","9517547"
"2015-07","300 x 600","13240016","9517547"
"2015-07","320 x 100","7322964","9517547"
"2015-07","320 x 20","60648392","9517547"
"2015-07","320 x 480","2251621","9517547"
"2015-07","320 x 50","123601182","9517547"
"2015-07","330 x 62","28657","9517547"
"2015-07","380 x 90","244886","9517547"
"2015-07","420 x 90","4216179","9517547"
"2015-07","48 x 48","18095911","9517547"
"2015-07","640 x 480v","1823938","9517547"
"2015-07","728 x 90","74277047","9517547"
"2015-07","88 x 31","11523814","9517547"
"2015-07","970 x 250","3753242","9517547"
"2015-07","970 x 90","40589178","9517547"
"2015-07","Out-of-page","1277015","9517547"
"2015-08","100 x 31","4952502","9517547"
"2015-08","1000 x 42","57441","9517547"
"2015-08","1003 x 38","1920","9517547"
"2015-08","1024 x 66","16846971","9517547"
"2015-08","1024 x 768","430966","9517547"
"2015-08","120 x 60","425294","9517547"
"2015-08","150 x 36","21995527","9517547"
"2015-08","160 x 600","264051","9517547"
"2015-08","170 x 31","1499344","9517547"
"2015-08","177 x 60","56380","9517547"
"2015-08","190 x 235","2189967","9517547"
"2015-08","1920 x 1080","357374","9517547"
"2015-08","234 x 60","629948","9517547"
"2015-08","277 x 38","13910","9517547"
"2015-08","28 x 28","85830593","9517547"
"2015-08","300 x 250","65287217","9517547"
"2015-08","300 x 600","13797125","9517547"
"2015-08","320 x 100","8032653","9517547"
"2015-08","320 x 20","78159327","9517547"
"2015-08","320 x 480","3128064","9517547"
"2015-08","320 x 50","169302210","9517547"
"2015-08","330 x 62","33594","9517547"
"2015-08","380 x 90","794990","9517547"
"2015-08","420 x 90","10211590","9517547"
"2015-08","48 x 48","24235216","9517547"
"2015-08","640 x 480v","2160417","9517547"
"2015-08","728 x 90","94399708","9517547"
"2015-08","88 x 31","14744327","9517547"
"2015-08","970 x 250","5718678","9517547"
"2015-08","970 x 90","55725433","9517547"
"2015-08","Out-of-page","1656348","9517547"
"2015-09","1 x 1","90","9517547"
"2015-09","1000 x 42","32530","9517547"
"2015-09","1003 x 38","1339","9517547"
"2015-09","1024 x 66","6893586","9517547"
"2015-09","1024 x 768","318502","9517547"
"2015-09","120 x 60","377446","9517547"
"2015-09","150 x 36","15485530","9517547"
"2015-09","160 x 600","160715","9517547"
"2015-09","170 x 31","1313652","9517547"
"2015-09","177 x 60","31947","9517547"
"2015-09","1920 x 1080","206326","9517547"
"2015-09","234 x 60","526949","9517547"
"2015-09","277 x 38","10260","9517547"
"2015-09","28 x 28","46120522","9517547"
"2015-09","300 x 250","39644049","9517547"
"2015-09","300 x 600","6657025","9517547"
"2015-09","320 x 100","2944002","9517547"
"2015-09","320 x 20","41404785","9517547"
"2015-09","320 x 480","4851530","9517547"
"2015-09","320 x 50","86008720","9517547"
